FeatureID	Kingdom	Phylum	Class	Order	Family	Genus
Otu008798	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu008799	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Otu008800	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu008801	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Otu008802	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Otu008803	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified
Otu008804	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu008805	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu008806	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Otu008807	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Otu008808	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified
Otu008809	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu008810	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu008811	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu008812	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified
Otu008813	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Otu008814	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Otu008815	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu008816	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
Otu008817	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
Otu008818	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	unclassified
Otu008819	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	unclassified
Otu008820	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Otu008821	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Otu008822	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Succiniclasticum
Otu008823	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Otu008824	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Otu008825	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Succiniclasticum
Otu008826	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Succiniclasticum
Otu008827	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Otu008828	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Otu008829	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Otu008830	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Otu008831	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Otu008832	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Otu008833	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	unclassified
Otu008834	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Otu008835	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
Otu008836	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008837	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008838	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008839	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008840	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008841	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008842	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008843	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008844	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008845	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008846	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008847	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu008848	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified
Otu008849	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified
Otu008850	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Otu008851	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified
Otu008852	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu008853	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu008854	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified
Otu008855	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008856	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008857	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
Otu008858	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Otu008859	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu008860	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Otu008861	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008862	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Otu008863	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008864	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008865	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008866	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008867	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008868	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008869	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu0088	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008871	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008872	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008873	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008874	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Otu008875	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Otu008876	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008877	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	unclassified
Otu008878	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Otu008879	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008880	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008881	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008882	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008883	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008884	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008885	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008886	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Otu008887	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008888	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008889	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008890	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Otu008891	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008892	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008893	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008894	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008895	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008896	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008897	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008898	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008899	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008900	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008901	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008902	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008903	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008904	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008905	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008906	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	unclassified
Otu008907	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	unclassified
Otu008908	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu008909	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Otu008910	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008911	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	unclassified
Otu008912	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Enterorhabdus
Otu008913	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008914	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008915	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	unclassified
Otu008916	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Asaccharobacter
Otu008917	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium
Otu008918	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu008919	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Asaccharobacter
Otu008920	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	unclassified
Otu008921	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu008922	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Otu008923	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu008924	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	unclassified
Otu008925	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	unclassified
Otu008926	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	unclassified
Otu008927	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Enterorhabdus
Otu008928	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008929	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	unclassified
Otu008930	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu008931	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	unclassified
Otu008932	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008933	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008934	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Gordonibacter
Otu008935	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	unclassified
Otu008936	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008937	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008938	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
Otu008939	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008940	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008941	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008942	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008943	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008944	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008945	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008946	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008947	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008948	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Otu008949	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008950	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008951	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008952	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008953	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
Otu008954	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Otu008955	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Otu008956	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008957	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008958	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008959	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Otu008960	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
Otu008961	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
Otu008962	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008963	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008964	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008965	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008966	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008967	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008968	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008969	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu0089	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008971	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008972	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008973	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008974	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008975	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008976	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008977	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu008978	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008979	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Otu008980	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008981	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008982	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Otu008983	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008984	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008985	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008986	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008987	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008988	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008989	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Otu008990	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008991	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008992	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008993	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008994	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu008995	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu008996	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu008997	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
Otu008998	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
Otu008999	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
Otu009000	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
Otu009001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella
Otu009002	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Otu009003	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
Otu009004	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas
Otu009005	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
Otu009006	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu009007	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
Otu009008	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas
Otu009009	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu009010	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu009011	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu009012	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas
Otu009013	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu009014	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas
Otu009015	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
Otu009016	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu009017	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella
Otu009018	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu009019	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Otu009020	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu009021	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
Otu009022	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu009023	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu009024	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella
Otu009025	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu009026	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu009027	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella
Otu009028	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas
Otu009029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
Otu009030	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter
Otu009031	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas
Otu009032	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
Otu009033	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
Otu009034	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
Otu009035	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu009036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu009037	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
Otu009038	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu009039	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu009040	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu009041	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
Otu009042	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella
Otu009043	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella
Otu009044	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas
Otu009045	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas
Otu009046	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
Otu009047	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
Otu009048	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter
Otu009049	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas
Otu009050	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella
Otu009051	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas
Otu009052	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella
Otu009053	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu009054	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Otu009055	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Otu009056	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Otu009057	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Otu009058	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Otu009059	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Otu009060	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Otu009061	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Otu009062	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Otu009063	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Otu009064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
